1       8
394.27      407.36       3
451.68      466.64       9
496.19      499.94       2
553.38      564.32      10
616.89      630.48       7
659.46      674.14       3
718.44      733.44       9
806.20      810.59      10
820.56      831.50       4
902.57      909.38       9
974.26      979.60       6
1000.28      1009.76       1
1050.53      1060.23       4
1119.00      1129.20       1
1211.88      1222.76       7
1320.01      1329.69       2
1387.22      1396.46       8
151       4
370.55      377.77       6
408.85      413.25       8
433.09      437.42       6
453.40      458.65       9
538.63      543.41       6
572.91      577.89       9
152       2
429.73      434.43       3
471.36      475.73       8
529.97      534.04       3
607.67      611.40       8
663.83      667.46      10
686.44      690.05       8
704.65      715.17       5
799.84      809.46       3
835.39      840.16       2
936.69      941.22       3
153      10
431.53      435.17       8
497.15      507.78       5
585.42      599.36       2
691.16      696.44       3
733.93      738.84       2
770.79      781.78       7
848.61      861.63       9
930.25      934.66      10
154       3
416.24      421.21       2
483.32      493.16       1
567.37      576.83       2
626.52      641.15       5
730.37      740.68       6
775.57      787.99       2
810.52      820.84       7
891.33      897.69       6
968.10      980.44       2
989.11      999.94       7
1014.20      1026.82       3
1080.18      1094.27       4
1134.02      1138.29       8
1197.26      1200.76      10
155       1
408.85      420.60       8
442.60      446.09      10
451.48      462.10       2
492.88      499.91       4
547.35      551.45       8
642.09      646.00       6
720.16      725.10       3
156       9
427.18      430.63       2
513.29      524.67       6
622.02      628.25       7
673.35      686.17       3
695.90      708.79       4
747.31      753.87       6
793.10      798.24       3
838.65      843.45       2
917.26      927.87       1
1012.94      1021.59       5
1045.05      1055.38       8
157       1
366.07      374.89       5
446.10      455.99       6
469.53      473.73       8
483.48      487.36      10
524.36      537.89       7
611.94      616.04       8
703.37      707.53       7
800.75      815.65      10
915.64      926.44       2
1016.52      1021.33       3
1082.37      1086.62       8
1124.04      1128.30       3
1225.75      1233.30      10
1252.72      1259.32       3
1344.62      1350.41       6
1405.21      1415.83       5
158       5
409.23      424.12       2
464.91      473.76       8
532.08      544.87       9
601.42      614.37       8
690.90      699.33       2
772.72      786.34       5
866.67      877.84       6
946.96      954.11       4
1000.92      1013.40       3
1108.02      1121.99       4
1174.63      1178.37       5
1238.67      1249.86       7
1346.78      1358.41       4
1379.45      1385.67       6
159       2
363.66      375.44      10
389.85      397.56       1
449.20      457.16       5
530.22      537.55       1
587.33      597.62       2
632.25      644.14      10
719.45      724.30       9
733.41      737.19       2
765.14      769.90       3
850.63      860.14       5
950.88      960.46       3
1029.54      1042.89       7
160       6
372.68      378.33       9
476.74      489.33       7
565.86      580.30       3
678.84      683.16       8
695.08      699.22       6
707.12      712.76       7
778.29      792.47       3
801.51      811.01       5
829.48      845.31       9
860.07      863.44       2
894.15      905.29       1
946.52      957.86       9
993.37      1009.32       5
161       9
414.75      428.26       7
523.92      536.84       4
611.15      617.71       2
672.18      682.93       1
760.21      770.21       4
821.84      827.90       6
843.48      849.63       7
919.73      930.68       4
982.39      989.72       2
1085.56      1094.13       8
1143.18      1155.22       9
1179.41      1192.54       7
1242.88      1247.44       8
1321.36      1325.82       4
1353.38      1357.51       5
162       8
383.02      387.03      10
474.79      488.11       7
528.42      542.96       9
591.48      606.60       3
696.72      702.54       6
766.53      773.13       7
863.20      877.79      10
966.69      981.12       5
1065.39      1078.49       7
1162.28      1173.39       5
163       5
392.98      402.68       3
448.03      462.76       4
543.86      556.65       7
607.12      620.45      10
709.47      723.44       6
778.14      784.39       4
164       2
404.00      415.12       1
508.66      516.56       5
572.92      581.10       3
612.32      622.08       5
695.43      704.51       3
715.66      730.67       7
787.99      798.19       1
849.66      858.64       6
913.93      920.03       7
951.31      955.77       8
1043.04      1055.08       9
1129.91      1134.64      10
1167.79      1175.26       3
1216.79      1221.95       2
1289.69      1294.43       3
1330.80      1344.76       9
1372.70      1376.93      10
165       3
473.21      486.15       1
563.83      575.44       7
654.00      659.52       6
708.49      721.95       2
806.83      810.11       9
895.43      901.64       4
937.54      949.67       3
1044.03      1047.69       8
1097.62      1102.26       7
1145.68      1150.29       8
1242.29      1245.68      10
1326.13      1337.65       4
1357.69      1369.12       1
166       2
360.52      374.20       6
422.33      428.40       4
458.08      471.83       3
559.41      572.95       7
580.16      586.76       6
656.16      661.64       7
742.85      747.44       8
760.18      772.41       1
839.27      847.11       5
929.39      940.78       7
1030.65      1036.71       6
167       2
436.27      440.04       9
504.75      508.05       2
513.94      518.79       3
612.83      627.07       1
670.63      681.43       7
726.72      738.48       5
832.73      845.20       7
878.72      890.06       1
952.42      962.44       7
1052.63      1067.09      10
1162.36      1170.05       1
1209.24      1220.07       8
1281.01      1285.05       6
1316.75      1329.84       2
168       1
369.06      384.22       3
400.32      404.02       8
411.23      415.75       7
507.57      519.75       5
564.57      575.82       8
628.70      637.09       2
690.04      702.04      10
768.59      781.64       7
852.54      867.34       9
877.96      882.38      10
936.47      949.14       6
1024.12      1030.02       7
169       7
446.79      451.01       8
456.50      461.21       6
467.93      479.17       5
502.97      512.71       3
581.94      594.81       4
685.22      689.43       8
699.61      703.38      10
733.76      744.37       4
810.07      814.00       5
170       5
444.54      455.05       8
493.52      505.75       5
557.49      567.86       6
651.96      658.36       7
696.42      706.61       2
752.86      764.20       6
819.78      824.49       8
870.71      883.25       9
957.06      970.81       3
1050.83      1064.09       4
1091.50      1104.11       3
1168.27      1181.46       1
1239.00      1249.37       2
1340.92      1352.63       6
171       1
364.68      376.03       4
393.82      397.55       5
432.14      443.14       6
449.82      456.12       7
481.44      491.57       1
582.09      593.08       2
640.65      653.74       6
708.01      717.33       1
801.19      813.59       9
900.62      913.71       8
918.86      923.32       7
932.79      937.21       8
970.61      982.12       1
1081.85      1090.76       6
1155.06      1160.01       3
1210.09      1224.06       7
172       7
363.96      375.91       5
453.79      463.05       6
552.14      561.45       5
608.17      623.51       9
651.00      655.01      10
697.88      707.87       4
771.73      777.95       9
876.91      889.12       8
941.95      946.30       3
1019.80      1032.99       9
173       2
410.15      416.52       4
491.93      502.30       1
572.30      584.74       8
630.30      634.68       4
732.99      736.97       5
754.86      770.69       9
808.35      823.07       7
913.34      926.28       4
1003.65      1010.35       9
1064.45      1068.46      10
1089.65      1097.04       1
1137.65      1147.23       2
1215.99      1220.88       3
1265.79      1278.36       4
1345.63      1352.61       6
1387.14      1391.67       8
174       2
373.13      376.74       9
386.71      401.92       5
480.49      491.56       7
536.41      548.72       5
621.87      633.48       7
654.00      658.14       8
695.32      706.55       1
786.12      793.81      10
830.37      840.82       4
864.73      871.76       2
897.83      911.95       5
972.01      985.93       2
992.91      1005.95       5
1092.21      1096.11       4
1143.63      1150.05       6
175       2
442.13      450.62       8
496.12      505.00       2
569.47      578.02       8
593.49      597.65       4
686.35      690.42       5
743.52      757.14      10
830.98      835.58       9
908.78      912.31       2
928.96      943.55       5
1018.86      1031.12       8
1110.60      1114.76       3
1188.01      1193.12       2
1213.81      1218.88       3
1312.24      1316.99       2
1391.06      1405.36       5
176       2
465.11      476.07      10
545.21      559.89       5
604.47      608.39       4
689.51      699.35       1
725.59      732.97       5
764.04      772.88       3
812.97      817.06       8
177       9
389.39      402.16       7
411.33      422.30       4
465.06      469.44       5
568.03      576.66       3
620.66      626.12       6
685.39      693.96       1
751.52      763.32       8
796.92      800.77       4
869.09      875.64       2
933.82      937.56       9
947.18      959.05       1
992.38      1002.02       6
1041.72      1056.25      10
1128.66      1138.59       2
1228.95      1237.75       8
1263.70      1267.69      10
1298.77      1306.30       3
178       2
366.42      371.08       3
450.30      463.48       9
556.17      571.41       7
619.11      623.80       8
652.86      662.21       2
737.85      747.70       7
813.58      827.57       3
852.05      856.18       8
953.53      965.47       1
1011.57      1023.09       9
1064.64      1068.71      10
1108.20      1111.93       8
1192.38      1196.33      10
1279.60      1283.08       8
1381.37      1385.80       4
179       6
440.51      454.21      10
532.67      540.78       1
611.07      625.39       3
687.59      692.67       2
792.30      796.98       3
863.92      878.48       1
939.47      950.43       7
976.57      990.62       3
1075.10      1083.84       5
1141.53      1157.50       9
1214.43      1218.52      10
1288.11      1301.79       6
1371.65      1376.92       3
1393.52      1398.87       2
180       3
443.75      448.76       2
548.51      562.67       5
634.10      647.59      10
653.26      667.58       5
700.11      710.27       8
181       8
375.92      380.09       6
433.94      441.19       4
468.48      472.72       8
514.53      526.26       5
562.02      573.09       6
628.18      632.53       8
687.83      698.51       5
754.74      763.55       1
182       8
404.32      418.01       9
453.64      469.10       5
496.29      506.02       3
593.75      608.03       4
654.47      661.28       2
729.93      737.98       8
788.96      802.78       9
888.30      903.71       3
938.15      945.15      10
1044.95      1053.07       1
1136.98      1146.82       2
1245.73      1256.31      10
1317.91      1328.89       4
1363.61      1375.36       7
1386.04      1390.04       8
1404.88      1409.06       4
183       3
401.64      406.72       6
461.24      470.16       1
523.21      531.68       5
621.92      633.78       8
703.01      706.89       4
786.05      800.02       3
870.23      875.25       2
916.77      925.20       8
184       7
443.07      453.46       1
492.59      502.69       2
524.98      529.48       3
558.55      567.86       5
634.93      649.41       9
717.42      731.54       3
812.70      826.06       7
916.96      927.23       2
942.97      955.48       6
982.38      989.43       4
185       5
432.59      445.84       2
455.33      464.23       8
506.14      517.84       9
524.95      532.11       4
537.22      541.14       5
559.10      567.88       1
658.23      668.99       2
741.88      754.74       5
839.12      847.78       1
903.49      915.50       7
946.52      950.58       8
1024.55      1036.13       9
1080.27      1083.50       2
186      10
380.88      388.78       1
482.90      493.66       7
532.92      537.10       8
560.73      574.53       9
617.58      629.49       8
679.29      690.69       9
738.76      751.29       7
849.57      864.24       9
874.89      886.47       8
919.46      931.28       5
999.06      1009.42       8
1027.35      1041.03       9
1089.85      1102.77       1
1121.31      1136.93       3
1158.83      1173.01       1
1226.96      1237.98       8
1292.80      1296.74       4
187       6
449.46      460.17       5
528.69      536.76       3
630.13      637.62      10
704.75      713.22       1
719.47      729.89       2
188       6
364.64      369.76       3
413.14      426.85       9
511.50      526.54       5
590.94      601.11       8
639.93      648.78       2
691.16      696.38       3
703.89      718.45       1
189       1
464.50      476.39       8
506.38      510.30       6
583.88      589.34       7
674.76      686.87       5
746.52      759.31       7
818.37      832.97      10
925.29      940.27       5
1004.99      1019.25       2
1085.16      1095.92       1
1174.93      1187.08       8
1278.09      1282.57       6
1331.00      1336.41       9
190       9
446.40      461.07       5
546.60      554.37       1
615.83      626.53       2
651.58      662.39       7
754.76      766.63       5
784.84      797.36      10
824.61      831.22       3
916.53      928.99       4
934.27      945.43      10
1009.39      1020.36       4
1085.50      1097.92       7
1194.77      1200.56       6
1257.37      1267.40       5
1287.89      1291.66       4
1365.71      1369.67       5
1399.11      1410.12       6
191       6
428.05      434.71       4
470.00      474.16       8
512.24      523.07       1
590.94      603.79       3
675.86      684.03       5
776.51      790.61       9
879.64      883.13       2
890.82      894.02       9
953.56      966.69       1
1005.68      1014.53       6
1043.49      1057.08      10
1105.44      1108.94       8
1183.48      1187.20      10
1199.01      1206.84       1
1302.62      1313.99       2
1324.51      1328.96       3
1397.58      1403.05       6
192       6
464.02      478.85      10
565.26      572.71       3
584.49      599.15       1
684.58      695.74       9
748.76      763.86       3
848.03      863.57       1
922.76      933.86       8
965.56      978.88       9
1010.16      1022.86       7
1093.04      1104.55       4
1111.88      1123.02      10
1208.97      1222.69       6
1237.72      1243.94       4
1303.87      1307.99       5
1340.62      1354.87       2
193       8
367.71      372.25       7
460.09      470.39       1
480.21      489.01       6
536.57      549.49       2
605.37      616.64       1
684.35      692.52       5
783.85      788.19       4
862.17      873.13       7
884.25      888.64       8
933.64      943.90       1
194      10
459.97      467.39       3
550.47      562.85       4
653.95      661.11       2
678.09      690.62       5
744.74      755.16       6
771.89      780.95       1
865.09      875.92       4
885.23      892.01       6
941.85      954.64      10
985.55      990.22       9
1004.28      1011.30       4
1050.55      1057.68       9
1075.50      1090.59       3
1124.83      1129.62       2
1140.61      1154.17       6
195       2
404.99      409.81       3
415.24      422.06      10
444.37      449.03       9
470.53      484.19       3
557.88      570.91       4
584.50      596.44      10
655.15      668.56       5
699.00      709.05       6
787.23      795.62       1
879.20      887.03      10
951.24      961.37       4
1056.00      1060.13       5
1065.91      1074.31       1
1150.85      1158.76      10
1206.14      1209.60       8
196       4
409.49      423.78       3
488.37      493.65       2
551.41      561.45      10
647.12      651.04       8
709.90      723.05       9
731.89      746.97       7
829.42      841.73      10
916.11      920.11       8
951.01      962.49       5
1057.29      1070.86       9
1081.20      1093.46       1
1147.39      1160.24       3
1219.88      1224.46       2
1293.82      1303.98       7
1393.62      1404.93       5
197       6
469.84      474.89       9
552.62      556.92      10
608.86      617.62       1
656.35      666.10       2
677.17      686.90       7
785.25      798.43       5
885.20      896.08       6
938.01      952.65      10
982.79      989.91       3
1011.03      1023.85       4
1059.48      1063.84       8
1091.93      1104.46       9
1137.08      1141.39      10
1169.19      1183.42       6
1210.56      1220.21       1
1245.61      1254.71       6
1346.32      1358.79       2
198      10
425.04      428.75       8
525.61      529.45       3
564.29      569.32       6
637.43      642.44       3
681.78      685.48       8
710.12      721.87       5
775.22      785.03       3
842.48      846.76       8
913.52      925.86       9
199       9
401.97      414.97       7
509.83      520.65       1
565.75      576.35       4
596.26      607.04      10
614.70      623.01       1
707.36      717.70       2
751.17      762.02       1
832.86      842.91       2
908.74      913.34       3
1009.74      1022.54       4
1083.09      1090.34       6
1151.80      1160.87       1
1234.76      1246.57       7
1315.91      1325.71       2
1406.05      1419.65       5
200       4
441.95      446.30       5
538.96      547.45       1
578.48      586.03       5
670.11      678.72       3
753.52      768.30       9
778.29      782.38      10
877.49      880.83       8
201       4
382.68      388.99       6
444.47      450.09       3
497.51      511.77       9
606.35      613.44       4
619.20      623.60       8
633.16      637.99       7
715.12      727.68      10
732.90      745.28       7
790.85      805.61      10
828.84      839.41       4
861.28      864.93       5
950.43      960.17       6
971.39      984.24       2
990.26      997.05       4
1029.96      1037.19       6
1056.16      1060.96       9
1152.19      1164.41       8
202       6
455.88      465.27       1
538.15      548.84       2
633.14      646.34       5
746.32      760.84      10
843.94      848.31       9
862.45      866.17       2
932.47      940.55       8
984.37      988.49       7
1063.87      1075.07       5
1088.48      1098.11       6
1156.10      1160.02       8
203      10
409.03      423.71       6
492.11      504.48       2
574.47      584.89       1
618.05      633.58       3
652.88      658.13       6
708.68      717.83       1
767.35      775.43      10
867.34      871.08       8
924.67      929.02       3
985.12      989.68       2
204       6
389.82      394.81       9
435.70      449.62       3
535.76      549.60       4
576.23      580.10       8
655.22      658.91       3
694.68      701.10      10
769.96      778.56       1
849.18      859.53       2
879.79      890.34      10
986.65      999.70       6
205       8
433.10      437.10       7
473.14      487.26      10
515.81      524.30       1
543.90      558.95       3
574.72      582.22      10
667.12      681.95       7
708.54      720.68       4
786.31      798.33      10
821.61      836.35       7
892.24      906.38       3
955.39      967.52       4
1032.05      1038.24       2
1112.39      1120.50       8
1186.05      1189.79       3
206       6
425.93      431.10       3
506.28      512.81      10
602.69      613.71       2
646.75      655.97       8
739.86      744.23       3
777.52      786.88       5
885.84      894.68       3
926.67      934.30      10
946.72      960.22       5
1010.12      1017.40       1
1097.39      1107.17       2
1164.18      1175.69      10
1273.97      1288.66       6
1371.56      1376.62       3
207       4
360.93      365.00       8
372.77      377.47       7
420.65      433.23       4
489.13      493.32       5
559.14      568.04       3
599.45      607.65       5
683.29      697.75       9
777.05      792.16       3
839.97      844.98       6
907.40      919.77      10
940.05      947.84       3
208       4
421.48      428.61       2
441.05      451.72       1
533.83      546.26       8
561.29      569.14       2
586.53      593.53       4
645.29      651.97       6
680.24      684.62       8
738.83      743.16       6
842.62      855.56      10
899.90      911.38       2
1005.77      1015.25       1
1034.33      1047.27       9
209       8
426.05      436.72       1
483.46      491.90       6
538.33      551.17      10
567.37      578.86       4
587.49      594.26       9
647.80      651.38       2
729.48      743.47       5
777.27      788.86       7
881.50      890.82       2
951.62      961.50      10
1030.09      1033.67       8
1124.41      1128.96       7
1147.12      1157.58       1
1172.79      1185.75       9
210       3
376.96      391.50       9
433.46      438.65       6
490.93      503.48       2
550.28      559.93       1
604.64      613.41       5
673.98      687.50       7
780.65      792.34       5
849.25      859.84       6
949.33      962.49      10
1055.50      1068.62       5
1095.66      1109.42       2
1169.57      1179.31       7
1243.96      1255.07       4
1272.91      1280.30       6
1313.44      1317.89       8
1404.35      1408.31       4
211       1
377.26      388.89       4
471.50      482.92      10
576.47      586.35       2
610.32      616.90       4
638.07      649.79       7
733.35      737.74       8
778.17      788.96       1
813.50      822.08       5
898.58      911.11       2
982.50      993.36       7
1072.15      1086.05       3
1147.11      1161.64       1
1205.91      1215.83       4
1289.23      1293.48       5
1363.64      1375.94      10
212       2
366.97      377.06      10
388.79      392.32       8
473.23      477.90       6
563.45      570.07       7
628.95      640.99       4
708.93      718.89      10
767.84      777.92       2
799.81      803.03       9
893.64      897.06       2
213       8
455.04      468.14       9
494.05      507.37       3
557.85      562.26       8
615.54      626.24       1
709.07      720.11       7
752.36      763.94       1
775.22      786.43       9
839.62      844.85       6
927.35      939.33       2
214       4
404.00      415.60      10
437.44      444.89       1
469.22      479.37       4
574.92      589.44       3
661.78      676.28       4
723.52      736.36       3
780.38      795.22       9
840.57      855.11       5
917.67      927.69       6
1007.07      1011.29       8
1106.39      1110.55       4
1165.80      1169.46       5
1210.08      1217.95       1
1268.84      1276.95       5
215       4
442.54      455.38       3
523.79      532.87       5
595.12      603.53       1
646.44      658.05       4
697.81      702.06       5
799.74      811.29       7
830.53      845.50       9
889.78      893.32       2
972.75      978.03       3
1031.10      1044.17       9
1082.91      1094.73       8
1099.84      1103.90       6
1126.38      1130.96       8
1200.20      1208.63       2
1223.78      1234.52      10
1298.96      1313.92       6
1342.62      1351.74       1
1403.54      1412.22       5
216       1
376.40      386.75       2
482.42      486.98       3
568.15      582.12       1
630.69      638.05       5
698.31      706.73       1
726.13      733.88      10
794.24      797.94       8
868.43      880.50       9
888.15      893.51       6
920.55      926.82       7
964.88      979.77       3
1032.82      1038.34       6
1073.20      1082.54       1
1171.69      1181.26       6
1264.33      1277.62      10
1328.14      1342.14       6
1394.55      1403.17       1
217       1
414.63      428.09       9
492.30      496.43      10
503.87      515.56       2
530.52      535.60       3
595.59      602.23      10
661.78      666.49       9
726.03      738.71       3
787.51      791.24       8
876.02      889.64       9
932.35      939.41       4
1005.22      1009.85       8
1014.92      1025.95       1
1091.03      1101.22       7
1172.61      1185.79       4
218       2
468.71      479.71      10
510.89      514.43       8
588.51      601.10       9
607.54      621.34       5
653.58      663.36       6
716.92      726.31       1
771.03      780.52       2
843.24      858.01       5
913.93      926.82      10
975.99      990.74       7
1012.66      1018.43       6
1115.09      1119.67       8
1160.29      1172.39       5
1233.36      1240.87       1
1330.82      1341.69       2
1381.41      1392.18       7
219       9
468.55      483.49       7
550.18      561.31       2
573.82      580.78       4
647.94      660.94       3
739.16      746.12      10
799.80      813.01       7
872.75      885.78      10
967.12      975.75       1
1022.07      1033.66       8
1074.18      1078.13       6
1089.94      1099.34       1
1188.86      1200.01       2
1234.60      1248.45       6
1299.20      1306.44       4
1335.14      1342.47       6
220       9
393.11      406.92       7
496.07      507.94       1
547.05      558.82       9
590.61      603.63       1
637.46      648.90       8
695.04      705.33       5
768.91      783.43       2
859.56      870.54      10
906.27      920.59       5
1018.85      1029.42       8
1059.70      1063.13      10
1072.63      1080.11       3
1122.81      1126.98       8
1179.31      1182.69      10
1261.51      1265.06       8
221       3
462.19      468.74      10
503.55      514.31       2
534.40      544.29       1
641.27      654.51       9
707.35      718.96       1
789.85      801.49       4
860.35      871.54       1
941.29      956.89       3
1031.76      1045.31       4
1116.87      1129.26       7
1165.18      1177.86       4
1226.60      1237.25      10
1250.30      1263.02       6
1323.78      1338.57      10
1387.32      1395.04       3
222       7
422.16      432.38       2
516.58      524.55       8
603.99      608.22       7
639.44      644.00       8
707.65      715.97       2
787.53      798.50       1
223       1
468.49      477.31      10
555.03      567.33       5
579.57      587.15       1
640.12      648.19       5
681.97      693.17       6
732.49      736.51       8
745.24      750.08       7
844.80      858.09       4
864.99      876.23       1
972.56      980.96       6
1012.11      1022.58       5
1093.41      1104.55       6
224       8
404.38      415.75       1
498.61      508.27       2
589.91      595.10       3
656.22      669.99       7
679.47      685.72       6
225       5
441.49      449.76       3
531.52      546.14       4
626.87      638.24      10
643.61      654.72       4
662.59      674.82       7
682.14      696.66      10
758.85      762.46       8
855.60      860.26       4
877.30      883.40       6
908.41      914.81       7
944.21      955.35       1
992.12      1002.84       7
1048.88      1062.65      10
1114.65      1117.97       8
1127.05      1136.09       2
1207.71      1216.48       8
1259.58      1263.25       3
226      10
374.52      377.93       8
414.32      426.37       1
464.02      475.26       4
552.70      557.13       5
592.48      604.25       8
680.02      683.92      10
767.41      771.21       8
227       2
427.19      438.72      10
522.19      531.08       1
542.51      553.24       4
562.38      573.06       1
631.19      643.16       9
676.58      690.24       8
758.77      770.54       1
866.66      879.63       9
897.04      910.16       7
999.26      1008.46       2
1098.90      1102.69       9
1194.30      1198.88      10
228       6
370.59      375.03       8
429.10      432.67      10
526.61      540.15       7
574.88      584.87       1
649.41      661.13       9
734.60      738.68      10
229      10
367.91      378.04       4
434.44      438.30       8
490.01      494.69       7
547.63      551.91       8
557.04      561.71       4
589.16      595.57       9
617.65      622.49      10
681.86      693.90       4
230       2
369.04      379.03       7
443.44      454.38       1
502.59      514.18       4
575.73      588.98       3
658.47      673.17       4
708.16      719.71       1
807.28      817.53       2
910.13      920.68      10
1008.44      1012.09       8
1095.17      1099.16       7
1112.71      1125.75       4
1180.22      1184.10       5
231      10
439.59      453.95       5
476.42      489.44       2
520.40      525.31       3
610.01      615.03       6
652.14      657.37       9
737.62      752.79       7
837.83      850.66       4
859.98      867.31       6
949.75      956.58       4
232       9
406.80      411.60       6
433.31      437.21       8
479.22      487.23       2
547.54      557.83      10
603.65      607.55       8
622.51      626.74       4
644.11      655.04      10
753.58      758.23       9
830.83      844.30       1
918.12      928.80       2
953.96      958.71       3
998.59      1013.34       9
1057.49      1063.66       4
1148.70      1158.92       1
233       4
360.24      371.72      10
419.13      427.99       1
469.07      478.05      10
542.33      555.81       5
593.52      602.74       3
620.22      634.53       4
645.91      650.23       5
676.93      689.28       7
748.33      759.84       1
845.66      854.30      10
875.78      880.42       9
960.48      975.58       5
1009.55      1018.86       3
1032.44      1045.88       4
1119.23      1129.99       1
234       7
374.18      387.21       9
480.62      495.52       3
545.30      558.10       9
643.05      654.66       1
745.15      753.78      10
778.61      792.72       6
891.68      897.75       4
958.45      962.82       5
235       8
443.05      450.85       2
495.62      502.51       4
510.32      524.62       3
571.15      576.19       6
670.15      675.89       3
771.16      776.86       6
802.80      812.85       5
884.07      893.08       3
987.99      992.46       2
236       8
442.39      453.32       5
540.96      549.68       3
645.06      659.55       4
736.63      740.90       5
809.88      819.67       3
836.85      850.12       9
919.40      923.67      10
1018.29      1023.00       9
1038.63      1045.65       4
1116.91      1123.35       6
1217.27      1222.93       7
1292.89      1298.87       6
237       1
446.18      457.57       8
549.32      560.60       5
619.16      632.81       9
725.26      732.41       4
831.33      844.23       3
853.79      866.09       4
934.96      947.02      10
993.42      997.29       8
1014.11      1018.05       6
1038.04      1047.63       1
1103.73      1118.15       3
1168.73      1173.80       2
1222.75      1234.56       6
1304.37      1310.04       7
238       9
367.86      372.84       6
392.05      398.58       7
480.92      492.18       4
538.41      545.45       9
580.64      584.25       2
673.87      680.58       4
699.37      705.45       6
734.27      747.97      10
811.56      822.01       4
239       5
397.56      409.25       7
435.07      447.05       5
475.04      478.88       4
571.40      577.76       6
670.54      685.16      10
733.46      746.17       7
814.61      828.87      10
872.45      880.53       1
930.75      939.15       6
981.44      991.23       1
1064.32      1072.71       6
1099.12      1113.73      10
1183.80      1188.07       9
1282.93      1296.21       1
1383.52      1392.11       5
240       2
449.71      462.37       6
553.93      562.29       1
589.62      597.94       5
675.74      685.00       6
691.37      696.69       3
755.84      768.82       9
784.09      798.79       3
840.30      853.10       9
935.50      940.83       6
1000.72      1006.39       7
1018.33      1031.27       5
1077.36      1085.88       1
1095.17      1105.17       2
1184.27      1192.21       8
1290.63      1302.97       1
1353.47      1363.19       6
241       8
451.11      455.22       7
496.73      506.54       2
575.55      589.82       5
653.73      666.26       7
698.59      709.27       1
765.90      776.50       4
815.87      822.89       2
856.35      861.40       3
939.26      943.24       8
1037.16      1041.17       3
242       9
435.39      450.53       7
459.54      472.08       3
516.18      520.70       2
620.56      634.11       5
662.50      670.59       3
704.31      708.12       8
738.80      752.05       9
832.93      837.35      10
847.47      851.66       9
921.11      932.65       1
243      10
421.37      425.52       9
481.17      495.81       7
536.41      549.78       3
571.94      586.85       1
630.27      639.79       2
737.83      748.99       1
758.43      771.93       9
824.58      838.49       5
918.71      928.72       6
965.55      972.24       4
991.08      997.28       9
1004.27      1017.58       8
1115.47      1119.75       6
1182.72      1188.92       4
1256.33      1263.55       2
1339.69      1344.53       3
244       8
397.04      401.53       6
432.37      445.49      10
467.52      475.25       3
511.68      516.50       2
601.18      606.12       3
679.79      693.55       9
777.39      782.18      10
828.01      838.61       2
887.77      891.11       9
975.19      987.10       8
1069.61      1072.94      10
1146.38      1156.58       2
245       3
436.36      450.23       9
534.24      539.02      10
589.56      592.94       8
640.43      643.83      10
671.44      679.00       3
771.00      783.11       4
865.46      871.98       6
947.22      952.48       3
1048.94      1054.14       6
1139.74      1147.92       1
1246.56      1256.98       2
1288.68      1299.50       7
1335.07      1347.87       3
1380.88      1390.17       5
246       1
446.36      456.81       2
516.09      523.11       4
556.92      563.67       6
571.66      577.38       7
609.18      620.01       1
715.18      723.36      10
797.71      809.76       4
838.18      844.41       2
857.48      864.11       4
946.28      959.14       7
247       6
433.24      439.31       7
477.64      481.93       8
557.58      569.47       1
632.58      648.14       3
676.80      681.19       8
739.05      743.20       6
838.67      848.50       5
874.49      884.17       6
903.48      910.35       4
248       5
443.74      458.54      10
512.66      516.34       8
533.69      542.58       2
639.40      650.27       7
730.88      744.80      10
749.83      761.81       4
810.91      814.94       5
905.32      918.20       7
957.57      963.11       6
1058.84      1064.49       7
1113.63      1117.95       8
1132.51      1137.26       7
249       5
400.27      404.62       4
413.66      424.15       1
435.98      445.25       6
526.13      530.40       8
598.43      609.40       5
673.97      685.92       8
706.05      719.30       9
800.12      812.03       8
885.49      889.49       6
950.83      965.56      10
1046.72      1050.46       8
1147.48      1158.48       1
1220.94      1231.83       8
1312.21      1320.74       2
1393.63      1403.75      10
250       1
422.01      430.12       5
526.73      537.77       8
603.39      615.92       9
666.06      681.01       3
779.09      791.35       4
869.03      882.21       7
962.45      973.45       4
1038.82      1042.90       8
1120.98      1132.28       1
1152.53      1163.71       7
1228.51      1233.35       8
1302.73      1314.44       1
251       4
371.29      378.07       6
397.19      406.79       1
504.57      512.00      10
599.99      613.88       7
663.95      675.81       1
736.28      746.03       2
252       3
461.24      470.40       5
529.40      541.85      10
606.40      609.81       8
650.53      654.47      10
745.51      749.45       8
253       2
419.15      432.07       6
460.47      468.82       1
475.42      485.87       8
547.95      555.89       2
572.52      585.90       6
678.06      686.53       1
695.08      705.92       2
254       6
450.09      464.62      10
504.87      516.60       4
606.47      619.77       3
661.91      676.56       7
704.97      717.82       4
793.33      805.13      10
849.72      860.73       4
877.02      883.92       2
904.84      914.95      10
954.70      958.75       9
977.39      984.10       4
1058.43      1064.86       9
255       7
448.59      458.48       2
554.11      558.87       3
572.20      579.24      10
628.53      632.34       8
698.91      706.65       2
752.22      755.83       9
815.45      820.24       6
853.65      860.28       4
892.72      899.89       9
934.01      950.02       5
1005.66      1016.29       6
1065.17      1078.82       2
1129.15      1138.83       7
1211.86      1226.94       9
1322.06      1326.49      10
1387.23      1392.00       9
256       7
364.07      368.93       8
441.30      454.33       9
526.44      541.25       5
549.88      564.62       2
637.70      647.37       1
744.25      755.81       7
257       1
429.93      438.67       5
